Iteration;f0;f1;f2;x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;__highlight_color;__filter;nds_rank
1429;0.11219913;0.90831256;0.68950635;0.41104084;0.921758;0.29305762;0.45190018;0.29472977;0.46155053;0.49701956;0.68241787;0.42850193;0.441751;0.46287498;0.38185635;;0;7
1430;0.35724172;0.31547058;1.0284148;0.72373;0.46052063;0.43233168;0.64202064;0.5432581;0.5228109;0.4545645;0.580198;0.21015275;0.40738797;0.5645042;0.46689838;;0;33
1431;0.03218062;0.7378898;0.8755485;0.5538871;0.9722535;0.7695285;0.47509763;0.5274824;0.579583;0.4574892;0.6267529;0.69989616;0.44170916;0.50748867;0.43811363;;0;4
1432;1.2007772;0.38979235;0.013771702;0.0069443733;0.19982553;0.38419035;0.44830114;0.40115762;0.17317921;0.43493932;0.5415857;0.21720114;0.32886437;0.618532;0.47563723;;0;18
1433;0.1462273;1.0809968;0.2824859;0.16131622;0.91440344;0.40027782;0.42833048;0.30949873;0.42274806;0.47900814;0.5275599;0.7485421;0.523631;0.47244015;0.5720694;;0;17
1434;0.67866236;0.010102289;1.1505058;0.66068494;0.00947576;0.7615793;0.44872916;0.23125643;0.5138303;0.45504564;0.20599185;0.2570967;0.3255399;0.61564845;0.46754283;;0;44
1435;1.0628808;0.3030625;0.08672289;0.049850225;0.17682894;0.3737322;0.44829035;0.3927771;0.44985217;0.5341124;0.5211949;0.7122958;0.33992356;0.4480682;0.4682604;;0;16
1436;0.09986546;1.1097666;0.27561137;0.15437022;0.94286585;0.34900337;0.712088;0.37440646;0.5672327;0.46049035;0.6616673;0.36279207;0.42639005;0.5874655;0.5128102;;0;20
1437;0.97590667;0.32441017;0.40133637;0.23686783;0.2043089;0.3923294;0.45317522;0.52828443;0.5570904;0.44131434;0.53449744;0.73646176;0.34152603;0.50750256;0.5196745;;0;12
1438;0.38470447;0.12998231;1.0102274;0.75668764;0.20743181;0.4074426;0.44702354;0.39808625;0.44895762;0.45498046;0.5205481;0.66049856;0.3240871;0.45631233;0.44206032;;0;20
1439;0.89130473;0.64605606;0.30773178;0.1735352;0.3992913;0.29305762;0.44969907;0.30181554;0.46155053;0.46393645;0.67736685;0.42850193;0.441751;0.45884085;0.38185635;;0;10
1440;0.4579609;0.9816961;0.00021634637;0.00012714416;0.72212183;0.4535433;0.4482556;0.5305418;0.44351414;0.4512974;0.5102175;0.7447798;0.43816864;0.4348238;0.4380497;;0;2
1441;0.70204115;0.8917418;0.14146772;0.078946754;0.57541907;0.41840628;0.3843425;0.23210387;0.5316645;0.46386862;0.55019313;0.65595025;0.35427487;0.53393096;0.51936257;;0;12
1442;0.9692705;0.44672012;0.037370794;0.02228254;0.27493513;0.40475467;0.45025218;0.49743953;0.42226744;0.45582166;0.5118432;0.42428142;0.29678544;0.5138777;0.4683022;;0;6
1443;0.78045535;0.24627581;0.6348613;0.4200257;0.19459224;0.40408298;0.45025218;0.5034893;0.5424255;0.45490324;0.5118432;0.42520148;0.6153845;0.5138777;0.46831363;;0;2
1444;0.47201353;0.97455806;0.23790056;0.13767736;0.7128602;0.37481472;0.44923475;0.51805633;0.52656573;0.45442757;0.54713535;0.21496558;0.44379726;0.5183475;0.5188305;;0;9
1445;0.7905341;0.73488575;0.0012787664;0.0007542372;0.476786;0.3956953;0.46365806;0.3814144;0.45078918;0.46459606;0.5121136;0.651193;0.3488545;0.4505879;0.4664955;;0;2
1446;1.0735316;0.7781419;0.06684944;0.03207037;0.3992913;0.29305762;0.45177236;0.30181554;0.15783186;0.49701956;0.68241787;0.23402213;0.4408771;0.43231964;0.38185635;;0;17
1447;0.3550741;0.12661535;1.0235509;0.7753473;0.21806276;0.37637454;0.4449619;0.40134242;0.47670883;0.45140535;0.5318188;0.42911372;0.3260655;0.6499145;0.4676095;;0;31
1448;0.4231694;0.14297868;1.1112357;0.75668764;0.20743181;0.4074426;0.44702354;0.39808625;0.16545473;0.45483488;0.51914835;0.66049856;0.3252561;0.45631233;0.44206032;;0;42
1449;1.0846041;0.38675734;0.000121053985;6.692618e-05;0.21806276;0.37637454;0.4449619;0.40134242;0.4564891;0.4515509;0.5332186;0.2346339;0.32402265;0.6251875;0.4676095;;0;14
1450;1.057565;0.009859544;0.20304614;0.120752595;0.0059349537;0.42716795;0.4511071;0.33098203;0.440606;0.47949788;0.51177675;0.36419103;0.6230398;0.5151202;0.44741416;;0;11
1451;0.2446692;0.8942689;0.486001;0.30737075;0.8299835;0.4230941;0.45448193;0.5889618;0.5349133;0.53066707;0.5127635;0.55496097;0.6350828;0.43695143;0.44231576;;0;4
1452;0.09202984;1.0459352;0.029222937;0.01771383;0.9441289;0.38299888;0.44842836;0.49464718;0.4232555;0.5258033;0.520518;0.4027115;0.61415404;0.5048294;0.43284953;;0;13
1453;0.1982507;0.92915994;0.63858145;0.37673956;0.866174;0.7698908;0.42790437;0.5277871;0.44012624;0.47350058;0.54467976;0.6876625;0.6307929;0.44776365;0.5677659;;0;9
1454;0.43424028;0.5110762;0.86775666;0.5811269;0.55163133;0.7356684;0.445718;0.5216166;0.5348788;0.45074114;0.5486339;0.6602204;0.4450553;0.44982776;0.52319866;;0;7
1455;1.0000073;0.42066836;0.12462058;0.072809264;0.25349778;0.4088956;0.6187902;0.39808625;0.4498212;0.45076314;0.5205481;0.6766552;0.44727135;0.62557125;0.5640474;;0;13
1456;1.0573651;0.019032475;0.38366655;0.22156006;0.0114578605;0.3997208;0.43104017;0.3074067;0.5483862;0.476155;0.5424559;0.7372449;0.4227958;0.5762702;0.51740086;;0;11
1457;0.110212296;1.1108853;0.29298013;0.16339421;0.9370461;0.3922993;0.39029872;0.30949873;0.4229429;0.46611735;0.665537;0.7260526;0.5282263;0.46130854;0.57961357;;0;21
1458;0.19871412;1.2446169;0.013308661;0.0067219734;0.89920866;0.38327295;0.4488872;0.40166414;0.17298396;0.49661344;0.52857;0.22060668;0.32518104;0.6309154;0.4681495;;0;22
1459;0.011749518;0.0050337724;1.210685;0.9932788;0.25768268;0.2698447;0.4515865;0.30127108;0.46843502;0.43769598;0.80306035;0.45929828;0.53881603;0.4557948;0.38124457;;0;42
1460;0.07845788;0.8916875;0.5855598;0.36879003;0.9441289;0.38299888;0.44835362;0.5317074;0.44422904;0.4692856;0.5121347;0.6512788;0.6321193;0.44313988;0.43284953;;0;4
1461;0.45727465;0.9441269;0.23047197;0.13767736;0.7128602;0.37744415;0.449757;0.5283935;0.43984094;0.52094364;0.5201601;0.6650352;0.34738824;0.518927;0.5188305;;0;7
1462;0.45555153;0.9405692;0.2296035;0.13767736;0.7128602;0.37744415;0.4496823;0.53183794;0.44351414;0.46442595;0.51177675;0.6511415;0.34738824;0.518927;0.5188305;;0;6
1463;0.26693842;0.37508747;1.0471798;0.73631155;0.606241;0.78320986;0.4709555;0.3016143;0.4530882;0.45518312;0.5022997;0.39979824;0.42435625;0.45885497;0.45718774;;0;39
1464;0.26984578;0.37667117;1.0539546;0.73631155;0.60424817;0.78320986;0.46624836;0.3016143;0.57377326;0.4545544;0.5108847;0.39979824;0.40296805;0.45885497;0.45718774;;0;40
1465;0.31286776;0.27803302;1.0289074;0.7540412;0.46251342;0.40780067;0.47059193;0.5432581;0.4570731;0.4551932;0.57020026;0.21015275;0.42602748;0.50727665;0.46490747;;0;33
1466;1.0758495;0.3333602;0.124684915;0.07018918;0.19128883;0.43148547;0.46207538;0.25458944;0.53027385;0.47228426;0.5463684;0.6928398;0.6091877;0.3935715;0.44936696;;0;20
1467;0.5027024;0.98761845;0.16624463;0.09479478;0.7002632;0.4183967;0.44967756;0.6639829;0.5347566;0.4273551;0.5486339;0.6991697;0.32665023;0.4530983;0.43879643;;0;11
1468;1.1994897;0.008731508;0.025382433;0.01346916;0.004634097;0.7505358;0.44829226;0.22592005;0.5138303;0.45037252;0.54834723;0.34999552;0.3375795;0.4340621;0.46826553;;0;11
1469;0.37519857;0.13162225;1.0607051;0.7716776;0.21479139;0.41840628;0.38291582;0.39128864;0.5280842;0.4566943;0.20627978;0.560889;0.43418324;0.44982776;0.46676219;;0;39
1470;0.9882794;0.3879219;0.24519265;0.14449161;0.23812361;0.5704326;0.42775;0.5118793;0.449838;0.52393603;0.5364902;0.72125864;0.61433893;0.39116374;0.46812844;;0;10
1471;0.31230012;0.27578387;1.0420101;0.757849;0.46052063;0.40780067;0.4658848;0.5432581;0.57153505;0.4545645;0.58690846;0.21015275;0.41202837;0.5038864;0.5646678;;0;38
1472;0.47006497;0.15882355;0.9691575;0.69877;0.20743181;0.4074426;0.44702354;0.39808625;0.44895762;0.45498046;0.5205481;0.66049856;0.3240871;0.45631233;0.44206032;;0;9
1473;0.2828169;0.27437624;1.0693517;0.7752434;0.49035686;0.41276044;0.46321052;0.29332298;0.46417677;0.49278817;0.50273824;0.22716889;0.40877688;0.4672169;0.44722733;;0;38
1474;0.9937811;0.330352;0.38288605;0.22314398;0.2043089;0.3923294;0.4273899;0.5274695;0.49761406;0.4441018;0.66170585;0.73646176;0.42370778;0.5788782;0.513931;;0;11
1475;0.56332105;0.5267226;0.9142176;0.5538871;0.4786334;0.78736293;0.68004006;0.5252955;0.56022763;0.6132504;0.62816566;0.69989616;0.4444579;0.56498164;0.5168343;;0;13
1476;0.23831879;0.61888134;0.8112951;0.5637356;0.7659922;0.37744415;0.44873232;0.53183794;0.45028618;0.4658217;0.52078855;0.6489276;0.4527396;0.518927;0.5188305;;0;3
1477;1.0272967;0.33450454;0.2271828;0.13194573;0.20040104;0.4088956;0.44967723;0.39808625;0.44304916;0.4493684;0.51153624;0.67886907;0.34192002;0.62557125;0.5640474;;0;17
1478;0.03582783;1.2026225;0.018223537;0.009641789;0.98103976;0.34274858;0.7035699;0.41001672;0.21426548;0.46454695;0.5169984;0.43054658;0.35255158;0.6377222;0.48250523;;0;19
1479;0.09819108;1.0911599;0.26145676;0.14913927;0.94286585;0.5607249;0.71191716;0.37740827;0.52540267;0.49406156;0.5344589;0.36558878;0.70538056;0.51582444;0.5185537;;0;18
1480;0.03952521;1.3267314;0.00030922683;0.00014831382;0.98103976;0.38405022;0.7035869;0.401239;0.17242837;0.49811816;0.19321527;0.43752414;0.69512594;0.6377222;0.48250523;;0;19
1481;1.1210754;0.0037686722;0.15133324;0.085420065;0.0021400899;0.55519736;0.4480806;0.40993533;0.5155595;0.43728986;0.53141546;0.2354953;0.34377885;0.6296636;0.4675377;;0;14
1482;0.7487115;0.73858964;0.42576844;0.24488768;0.49566758;0.7937733;0.39802244;0.4955747;0.57179236;0.49696243;0.5439606;0.4033203;0.38832557;0.4672169;0.58893526;;0;9
1483;0.7306103;0.09830243;0.7617256;0.5104181;0.08514482;0.57930773;0.46272698;0.48115173;0.57786894;0.4477095;0.54431725;0.36192793;0.45819214;0.6365489;0.45775643;;0;5
1484;0.096236326;1.0934231;0.2759551;0.15680003;0.94411266;0.2198744;0.44842836;0.53330946;0.57696575;0.46141368;0.5324176;0.652112;0.6321193;0.5130252;0.5184547;;0;18
1485;0.09151596;1.0172725;0.50471944;0.29218298;0.94288206;0.34900337;0.712088;0.37740827;0.44385558;0.52334046;0.5122275;0.36279207;0.34420833;0.44068205;0.5775132;;0;10
1486;0.87537706;0.40263936;0.66693985;0.38544625;0.274451;0.34157783;0.705652;0.3470081;0.5562516;0.5291266;0.64311856;0.7092942;0.40022987;0.51582444;0.44959706;;0;10
1487;0.12629135;0.68819857;0.9010702;0.5796698;0.8844594;0.3923294;0.4526969;0.3083706;0.44107932;0.4656148;0.5529724;0.73646176;0.6426657;0.5791436;0.5169342;;0;9
1488;0.057689417;0.58385247;0.96624815;0.6526035;0.9373002;0.40938324;0.4539897;0.38887924;0.5314;0.45511726;0.5205481;0.23673066;0.63522935;0.62557125;0.46910697;;0;4
1489;0.6843912;0.81457597;9.124401e-05;5.4597855e-05;0.5551518;0.39257824;0.4638454;0.36793345;0.4513984;0.45460615;0.54747224;0.642611;0.44526356;0.45000842;0.4665022;;0;2
1490;1.1749896;0.25843155;0.038924247;0.020590007;0.13782603;0.36119568;0.39030564;0.41001672;0.17242837;0.49811816;0.5137166;0.4333433;0.31807777;0.6377222;0.48250523;;0;18
1491;0.18578859;0.81898206;0.7604624;0.4684669;0.8579844;0.5761093;0.71103;0.5101426;0.55469865;0.4661672;0.5537571;0.65595025;0.72082675;0.5138548;0.45301983;;0;8
1492;0.077738;1.0754359;0.14866786;0.08722708;0.95406175;0.40927958;0.4502747;0.38917992;0.44895762;0.45512572;0.5205481;0.6633612;0.63522935;0.6203713;0.469104;;0;16
1493;0.6769175;0.2780399;0.77721846;0.51915747;0.24811244;0.40437067;0.45460212;0.50333;0.42282593;0.45582166;0.5118432;0.42524445;0.29678544;0.5190776;0.46832258;;0;4
1494;0.4635411;0.0044717556;1.0725061;0.74027604;0.0061412454;0.39012825;0.46359214;0.22797449;0.45355642;0.43710643;0.50163823;0.7448529;0.39842844;0.46325913;0.4428141;;0;35
1495;0.89579433;0.8690594;0.091051094;0.04636103;0.49035686;0.82488185;0.45217928;0.29332298;0.46417677;0.49278817;0.5410451;0.22716889;0.6435101;0.5035614;0.44722733;;0;8
1496;0.78338826;0.0035155;0.849982;0.52593786;0.0028568488;0.57930773;0.4234249;0.4892205;0.44650578;0.49873266;0.54431725;0.8511288;0.38784328;0.51998705;0.44935378;;0;3
1497;0.41056243;0.83051795;0.65757495;0.39295724;0.7077193;0.4314759;0.44973618;0.33946234;0.5690124;0.5319679;0.51177675;0.7478;0.6230398;0.6389442;0.46346906;;0;13
1498;0.5136522;0.5768084;0.7980663;0.5104181;0.53682995;0.75122696;0.44944966;0.3503351;0.53370255;0.47582248;0.5223954;0.4155746;0.38784328;0.5155419;0.5192519;;0;7
1499;0.47806895;0.9870605;0.00021903824;0.00012714416;0.7128602;0.47150242;0.4561069;0.5295556;0.44351414;0.46442595;0.51177675;0.7447798;0.34738824;0.518927;0.57047695;;0;4
1500;0.51649284;0.57999825;0.8024798;0.5104181;0.53682995;0.7498046;0.44944966;0.34611288;0.53405124;0.47582248;0.521431;0.4155746;0.6354335;0.5083677;0.5192519;;0;8
1501;0.07921774;0.8713429;0.7256356;0.4407876;0.94228065;0.77177644;0.44872725;0.51119566;0.49519917;0.4675872;0.5224343;0.36140978;0.38552457;0.65877706;0.46880764;;0;7
1502;0.637355;0.26811314;0.830334;0.55793893;0.25349778;0.4088956;0.44872725;0.39808625;0.4498212;0.45076415;0.5205481;0.6766552;0.44727135;0.62557125;0.5640474;;0;12
1503;0.5429829;0.15720975;0.96602285;0.6629477;0.17941454;0.38477746;0.44872725;0.39811346;0.44985217;0.5328313;0.5211949;0.7122958;0.33875605;0.6296545;0.4675377;;0;9
1504;0.06575645;0.66549575;0.8603532;0.57936376;0.9373002;0.40889573;0.45462462;0.38917026;0.44895834;0.45512572;0.5205481;0.664314;0.6352193;0.625561;0.46911278;;0;6
1505;0.06575707;0.66550213;0.86036134;0.57936376;0.9373002;0.40888548;0.45462462;0.38917956;0.4489469;0.45512572;0.5205481;0.6643246;0.6352294;0.6255715;0.4691045;;0;8
1506;0.58284354;0.64684653;0.6847103;0.42423558;0.5331049;0.78304994;0.47016233;0.48225242;0.45170072;0.47578412;0.5446916;0.41447175;0.4233192;0.45885497;0.5809231;;0;6
1507;0.27399325;0.35832402;0.9853924;0.7267057;0.5844065;0.41276044;0.46629757;0.29332298;0.46417677;0.49278817;0.50081927;0.6332664;0.40877688;0.46709988;0.43863142;;0;10
1508;1.0000073;0.42066836;0.12462058;0.072809264;0.25349778;0.4088956;0.6187902;0.39808625;0.4498212;0.45076314;0.5205481;0.6766552;0.44727135;0.62557125;0.5640474;;0;13
1509;0.97807103;0.31627637;0.34466392;0.20595711;0.1991058;0.5941013;0.65224403;0.5398798;0.5709924;0.49845973;0.6336119;0.42365298;0.4723949;0.6441716;0.48309672;;0;8
1510;0.97807103;0.31627637;0.34466392;0.20595711;0.1991058;0.5941013;0.65224403;0.5398798;0.5709924;0.49845973;0.6336119;0.42365298;0.4723949;0.6441716;0.48309672;;0;8
1511;0.91511685;0.5616451;0.51966256;0.28695685;0.35043514;0.80203545;0.45297727;0.52593714;0.45192236;0.437814;0.58252203;0.7475635;0.6486088;0.46238863;0.46864718;;0;16
1512;0.10533157;0.8579001;0.71406305;0.43956995;0.9222261;0.7703541;0.448727;0.5069734;0.493743;0.4629878;0.5453276;0.4190977;0.63311476;0.62886494;0.46767592;;0;7
1513;0.58735657;0.18714961;0.92954;0.6272054;0.19637175;0.4088956;0.44871747;0.39808625;0.45076245;0.46770307;0.52438194;0.6866593;0.3240871;0.6524015;0.4686694;;0;10
1514;0.045870114;0.7183099;0.8613081;0.5568374;0.95940155;0.33557302;0.39084;0.5400461;0.44813687;0.4612361;0.5135242;0.7287459;0.34420833;0.524344;0.5185537;;0;6
1515;0.42811087;0.85476774;0.50545746;0.3096304;0.7043997;0.4271472;0.4511071;0.3397638;0.55938405;0.5312221;0.5329267;0.34434777;0.6230398;0.517538;0.44753924;;0;4
1516;0.599934;0.5595788;0.6306506;0.41722247;0.47785223;0.39340314;0.46352562;0.4952401;0.45170072;0.47578412;0.52629846;0.40312982;0.42128992;0.45885497;0.46563214;;0;2
1517;0.7157833;0.6586261;0.38136533;0.23787457;0.4735403;0.38371524;0.46883813;0.48258704;0.57775813;0.49696243;0.526928;0.41466224;0.38629633;0.4672169;0.4561705;;0;3
1518;0.7214998;0.44281426;0.8405051;0.49771902;0.35043514;0.80203545;0.4529195;0.52593714;0.45465702;0.437814;0.584427;0.7475635;0.6486088;0.46238863;0.46864718;;0;13
1519;0.6581212;0.7390406;0.503552;0.29965594;0.53682995;0.75122696;0.44950745;0.3503351;0.5309679;0.47582248;0.5204904;0.4155746;0.38784328;0.5155419;0.5192519;;0;4
1520;0.074299194;0.7053593;0.8888467;0.5712403;0.93318784;0.5951209;0.44869834;0.38645217;0.45112285;0.46601257;0.6616321;0.7206478;0.3330872;0.57794;0.51684564;;0;9
1521;0.9271581;0.6424928;0.0035705112;0.0020150878;0.38578665;0.40464997;0.45105165;0.30626163;0.54649365;0.47874418;0.5402848;0.7250388;0.6274115;0.46324492;0.4191562;;0;3
1522;0.14697483;1.1962066;0.00020954231;0.000110685825;0.9221702;0.37637454;0.4729814;0.41002136;0.17298396;0.45140535;0.51105356;0.6558959;0.3249435;0.6251875;0.46760765;;0;19
1523;1.1994897;0.008731508;0.025382433;0.01346916;0.004634097;0.7505358;0.44829226;0.22592005;0.5138303;0.45037252;0.54834723;0.34999552;0.3375795;0.4340621;0.46826553;;0;11
1524;0.50541663;0.9645044;0.081728175;0.0476923;0.6927189;0.45132923;0.44973618;0.33952022;0.53027385;0.43439865;0.5463684;0.6998885;0.40464115;0.4328391;0.5197399;;0;10
1525;0.5105486;0.57630986;0.79555154;0.5104181;0.53847224;0.7469626;0.44944966;0.3502772;0.53370255;0.47582248;0.5223954;0.41478467;0.5923898;0.5237053;0.4493343;;0;6
1526;0.32255298;0.5921255;0.9068212;0.5929648;0.68245786;0.43101498;0.4526969;0.3074067;0.44940048;0.4656148;0.671107;0.6645698;0.63850725;0.5791436;0.51985544;;0;10
1527;1.0406454;0.37262207;0.103498295;0.059436142;0.21889815;0.3929328;0.45462462;0.38917992;0.5562367;0.45512572;0.5110732;0.73621625;0.4202288;0.62557125;0.46610385;;0;17
1528;1.3604723;0.009014138;0.0040564733;0.0018981397;0.0042180168;0.7505358;0.42803913;0.22592005;0.42350084;0.457569;0.14472109;0.2570967;0.36143416;0.4340621;0.46812665;;0;15
1529;0.5136522;0.5768084;0.7980663;0.5104181;0.53682995;0.75122696;0.44944966;0.3503351;0.53370255;0.47582248;0.5223954;0.4155746;0.38784328;0.5155419;0.5192519;;0;7
1530;0.10456347;0.8516441;0.73634225;0.45150173;0.9222261;0.770132;0.44872704;0.51476973;0.49554783;0.4590503;0.5214447;0.4190977;0.35094202;0.65154;0.4687847;;0;7
1531;0.53855515;0.1559278;0.95814556;0.6629477;0.17941454;0.38499805;0.44871745;0.3903171;0.44985217;0.54136825;0.5212201;0.7122958;0.62092876;0.6297174;0.46756065;;0;8
1532;0.56852955;0.9530027;0.23576076;0.13327086;0.65756786;0.7505358;0.44964242;0.5313888;0.44168103;0.46431988;0.54834723;0.6803577;0.3476851;0.4340621;0.46694228;;0;13
1533;1.1463;0.13557734;0.032984063;0.018186588;0.0749473;0.37744415;0.44833213;0.22636954;0.5156634;0.4504786;0.51177675;0.32077926;0.33728266;0.518927;0.52015376;;0;17
1534;0.04872532;0.658222;0.8491429;0.57936376;0.9529596;0.40762207;0.45462462;0.49181342;0.4511519;0.49829254;0.5205481;0.6643243;0.63522935;0.62557125;0.46902683;;0;5
1535;0.73809755;0.65071636;0.3857908;0.23787457;0.45999792;0.39519754;0.46321052;0.39294124;0.57556385;0.45379558;0.5262477;0.4033203;0.38629633;0.4672169;0.46499428;;0;4
1536;1.3200734;0.032921936;0.00089843845;0.00043314695;0.01587367;0.3227249;0.46861345;0.033711284;0.5560801;0.46885604;0.5035915;0.7100923;0.636177;0.4405238;0.51729655;;0;17
1537;0.04227639;0.752439;0.9917885;0.58633393;0.96426857;0.1303044;0.39084;0.5403476;0.5635934;0.4603566;0.53467417;0.7414515;0.34420833;0.52536374;0.57335544;;0;6
1538;0.52177;0.5859243;0.8080521;0.5093855;0.53682995;0.75122696;0.44944966;0.5622754;0.5343694;0.47582248;0.5223954;0.7032176;0.38784328;0.5155419;0.51851696;;0;9
1539;0.050197642;0.78607744;0.7771263;0.495707;0.95940155;0.33557302;0.39084;0.32840726;0.5629266;0.46049035;0.53467417;0.42165124;0.34420833;0.524667;0.5192886;;0;7
1540;0.09287088;1.1856474;0.13661224;0.072809264;0.9502356;0.3696351;0.70388716;0.39770663;0.18767595;0.45076314;0.5205481;0.42943072;0.44727135;0.62575966;0.5640474;;0;19
1541;1.0295693;0.472673;0.00026392957;0.00014831382;0.27399722;0.5937306;0.61830217;0.41039634;0.43457443;0.49811816;0.5169984;0.68056774;0.713724;0.63753384;0.48250523;;0;13
1542;0.25185636;0.9259839;0.5030314;0.30737075;0.83093685;0.41349608;0.45497057;0.28210962;0.5349133;0.5288928;0.5127635;0.55251545;0.63051635;0.46606162;0.44231576;;0;8
1543;0.2870956;0.27769017;1.0313654;0.7647777;0.48939928;0.42235845;0.46272185;0.60017526;0.46417677;0.49456245;0.50273824;0.22961496;0.41334337;0.43810675;0.44722733;;0;34
1544;1.0695822;0.018779114;0.4340652;0.2453951;0.011176258;0.3920244;0.45031774;0.22725098;0.55402374;0.5017633;0.54532963;0.65595025;0.38909033;0.65258944;0.46749258;;0;13
1545;0.35074112;0.12507024;1.0110604;0.7753473;0.21806276;0.37637454;0.44494158;0.40134242;0.47670883;0.45140535;0.5318188;0.42911372;0.3260655;0.41617262;0.4435768;;0;21
1546;0.7162067;0.22918692;0.8090212;0.5232513;0.19716364;0.41840628;0.4620168;0.5791084;0.5338312;0.46250153;0.5486339;0.6929108;0.32249543;0.39205673;0.43010876;;0;7
1547;0.73208433;0.82209784;0.14331241;0.082416475;0.53682995;0.75122696;0.44944966;0.3503351;0.534628;0.47666657;0.5223954;0.4155746;0.39199808;0.5155419;0.5274842;;0;5
1548;0.7665137;0.7094282;0.037426386;0.022803076;0.47538948;0.39486995;0.46375725;0.49560103;0.41500512;0.4549602;0.51175433;0.40432256;0.38867697;0.47222766;0.4683022;;0;4
1549;0.90199006;0.42083785;0.39045918;0.23799503;0.27791286;0.40380868;0.44970545;0.4974132;0.5850204;0.49782386;0.5263366;0.42327917;0.29440477;0.50886697;0.46490747;;0;5
1550;0.077150136;0.87682474;0.5940874;0.37796497;0.9441289;0.42265758;0.44835362;0.5317074;0.44422904;0.4692856;0.5121347;0.6512788;0.6321193;0.44313988;0.43284953;;0;3
1551;0.24829887;0.90753525;0.47605318;0.29819584;0.8299835;0.3834354;0.45448193;0.5889618;0.5349133;0.53066707;0.5127635;0.55496097;0.6350828;0.43695143;0.44231576;;0;5
1552;0.96983314;0.44697943;0.037392486;0.02228254;0.27493513;0.4063314;0.45025218;0.49743953;0.41989267;0.4511838;0.51074666;0.42428142;0.29678544;0.51540154;0.4668852;;0;7
1553;0.37876076;0.12954591;0.99034816;0.75545853;0.20980006;0.41682956;0.38291582;0.39128864;0.530459;0.45537794;0.54973036;0.6537874;0.4450553;0.44830388;0.46817917;;0;8
1554;0.644701;0.25216538;0.80475515;0.5477489;0.23735806;0.41039315;0.45053223;0.53558147;0.44647688;0.49727574;0.5141653;0.43451858;0.3248806;0.39253166;0.51469946;;0;4
1555;1.0512859;0.023421107;0.24285077;0.14449161;0.014180608;0.5704326;0.42775;0.50962603;0.49886197;0.52393603;0.53653765;0.72125864;0.61433893;0.56372106;0.46912348;;0;10
1556;1.4569992;0.006740222;0.06768662;0.029553354;0.0029450443;0.11221403;0.46861345;0.033711284;0.5560801;0.46872228;0.5035915;0.74224955;0.636177;0.44272402;0.571779;;0;15
1557;0.5961391;0.661602;0.66466296;0.40817243;0.5331049;0.7889872;0.47016233;0.48225242;0.45170072;0.47578412;0.5446916;0.41447175;0.4233192;0.45735148;0.5812423;;0;6
1558;0.7891834;0.05657109;0.80161226;0.5041582;0.045556933;0.769659;0.39338923;0.47405338;0.45097643;0.45549506;0.54431725;0.38592786;0.45789757;0.6365489;0.45775643;;0;8
1559;0.48582748;0.44247693;0.87949115;0.5914908;0.47029227;0.57950175;0.47204196;0.35269547;0.5736508;0.44716328;0.52110744;0.72161436;0.42158303;0.5022421;0.5716968;;0;8
1560;3.8314028e-07;2.7616761e-05;1.2090198;0.9999854;0.99116844;0.26834017;0.45174643;0.30177763;0.46843502;0.49701956;0.80306035;0.44022876;0.53881603;0.4570467;0.38185635;;0;37
1561;0.9692705;0.44672012;0.037370794;0.02228254;0.27493513;0.40475467;0.45025218;0.49743953;0.42226744;0.45582166;0.5118432;0.42428142;0.29678544;0.5138777;0.4683022;;0;6
1562;0.5872303;0.1871094;0.92549235;0.62598777;0.19637175;0.4088956;0.44871816;0.39808702;0.44895762;0.45495805;0.5482396;0.6866593;0.3240876;0.6296537;0.46752763;;0;9
1563;0.5682325;0.20886534;0.9091001;0.62598777;0.22424361;0.4088956;0.44872633;0.39807546;0.44895762;0.46327135;0.5205481;0.63313454;0.32407662;0.62966347;0.46753776;;0;5
1564;0.10557514;0.85988384;0.71850663;0.4407876;0.9222261;0.7703541;0.44872725;0.5069734;0.49554783;0.4675872;0.52146995;0.4190977;0.63311476;0.6516028;0.46880764;;0;8
1565;0.6843912;0.81457597;9.124401e-05;5.4597855e-05;0.5551518;0.39257824;0.4638454;0.36793345;0.4513984;0.45460615;0.54747224;0.642611;0.44526356;0.45000842;0.4665022;;0;2
1566;0.6247045;0.028546683;0.9074926;0.61587924;0.029070944;0.40875313;0.44973618;0.33354253;0.46121913;0.43629378;0.5444831;0.7034968;0.60938877;0.50993264;0.4498223;;0;4
1567;0.0041991654;0.037770517;1.1083316;0.97817963;0.92951274;0.7748483;0.4513983;0.49894202;0.531534;0.47310537;0.54627424;0.43628955;0.6114812;0.45486632;0.4067532;;0;38
1568;0.60013205;0.27667972;0.7935738;0.55793893;0.27501318;0.40478936;0.44870728;0.49562246;0.4164145;0.45076415;0.51227033;0.4277816;0.45770857;0.5178199;0.5640474;;0;2
1569;1.0286152;0.4325543;0.03907269;0.02228254;0.25341973;0.4088609;0.45027214;0.39990336;0.45567417;0.45582166;0.520121;0.673155;0.28634825;0.621629;0.4683022;;0;16
1570;0.7830005;0.0075779776;0.7041098;0.46624428;0.0061610937;0.40756622;0.39793658;0.5101426;0.55469865;0.46611986;0.52163315;0.65506583;0.44581848;0.5138548;0.45301983;#fff947;0;0
